,ID,Mach No,Angle of Attack,Lift Coefficient,Drag Coefficient,Airfoil_type
2447,DP 35,1.4,9,0.54832886,0.19745464,sc0412
2448,DP 0,0.7,10,0.82443998,0.16624284,sc0412
2449,DP 1,0.72,10,0.84054683,0.17091102,sc0412
2450,DP 2,0.74,10,0.86583946,0.17742297,sc0412
2451,DP 3,0.76,10,0.89770513,0.18605967,sc0412
2452,DP 4,0.78,10,0.93583992,0.19716493,sc0412
2453,DP 5,0.8,10,0.97650363,0.21047312,sc0412
2454,DP 6,0.82,10,1.0260158,0.22746308,sc0412
2455,DP 7,0.84,10,1.0843905,0.24956738,sc0412
2456,DP 8,0.86,10,1.2260641,0.29652054,sc0412
2457,DP 9,0.88,10,1.280335,0.32450927,sc0412
2458,DP 10,0.9,10,1.1831298,0.31312877,sc0412
2459,DP 11,0.92,10,1.0894038,0.30158415,sc0412
2460,DP 12,0.94,10,1.0147942,0.29226679,sc0412
2461,DP 13,0.96,10,0.96175098,0.28494001,sc0412
2462,DP 14,0.98,10,0.91973604,0.27868739,sc0412
2463,DP 15,1,10,0.88618504,0.27319391,sc0412
2464,DP 16,1.02,10,0.85894387,0.26834498,sc0412
2465,DP 17,1.04,10,0.83660833,0.26396799,sc0412
2466,DP 18,1.06,10,0.81771283,0.25998009,sc0412
2467,DP 19,1.08,10,0.80137572,0.25634115,sc0412
2468,DP 20,1.1,10,0.78705376,0.25303759,sc0412
2469,DP 21,1.12,10,0.77433306,0.25006695,sc0412
2470,DP 22,1.14,10,0.76284294,0.24739501,sc0412
2471,DP 23,1.16,10,0.75224576,0.24488254,sc0412
2472,DP 24,1.18,10,0.74212086,0.24240894,sc0412
2473,DP 25,1.2,10,0.73177454,0.2400063,sc0412
2474,DP 26,1.22,10,0.72112106,0.23759091,sc0412
2475,DP 27,1.24,10,0.71098433,0.23519552,sc0412
2476,DP 28,1.26,10,0.70219093,0.23285019,sc0412
2477,DP 29,1.28,10,0.69553606,0.23083888,sc0412
2478,DP 30,1.3,10,0.69002882,0.2295098,sc0412
2479,DP 31,1.32,10,0.68144851,0.22812647,sc0412
2480,DP 32,1.34,10,0.66727221,0.22590492,sc0412
2481,DP 33,1.36,10,0.64856805,0.22313899,sc0412
2482,DP 34,1.38,10,0.62897194,0.22036135,sc0412
2483,DP 35,1.4,10,0.61059113,0.21772086,sc0412
2484,DP 0,0.7,-18,-0.70927003,0.29342636,sc0412
2485,DP 1,0.72,-18,-0.71867388,0.29838275,sc0412
2486,DP 2,0.74,-18,-0.73013944,0.30395668,sc0412
2487,DP 3,0.76,-18,-0.74412749,0.31013883,sc0412
2488,DP 4,0.78,-18,-0.76130229,0.31724154,sc0412
2489,DP 5,0.8,-18,-0.78222572,0.32516704,sc0412
2490,DP 6,0.82,-18,-0.80782798,0.33428651,sc0412
2491,DP 7,0.84,-18,-0.8401729,0.3449745,sc0412
2492,DP 8,0.86,-18,-0.88445433,0.35855864,sc0412
2493,DP 9,0.88,-18,-0.94761801,0.3789464,sc0412
2494,DP 10,0.9,-18,-1.0728151,0.4229009,sc0412
2495,DP 11,0.92,-18,-1.3491862,0.54471599,sc0412
2496,DP 12,0.94,-18,-1.4010252,0.57358074,sc0412
2497,DP 13,0.96,-18,-1.359466,0.55991186,sc0412
2498,DP 14,0.98,-18,-1.3262142,0.54756223,sc0412
2499,DP 15,1,-18,-1.2971668,0.53658402,sc0412
2500,DP 16,1.02,-18,-1.2710431,0.52663541,sc0412
2501,DP 17,1.04,-18,-1.2478175,0.51788554,sc0412
2502,DP 18,1.06,-18,-1.2263816,0.50968567,sc0412
2503,DP 19,1.08,-18,-1.2068967,0.50218636,sc0412
2504,DP 20,1.1,-18,-1.1891566,0.49532112,sc0412
2505,DP 21,1.12,-18,-1.1730528,0.48904699,sc0412
2506,DP 22,1.14,-18,-1.1585112,0.48333241,sc0412
2507,DP 23,1.16,-18,-1.1454623,0.47815549,sc0412
2508,DP 24,1.18,-18,-1.1338246,0.47349431,sc0412
2509,DP 25,1.2,-18,-1.1233563,0.46928691,sc0412
2510,DP 26,1.22,-18,-1.1129868,0.46523426,sc0412
2511,DP 27,1.24,-18,-1.1013853,0.46063787,sc0412
2512,DP 28,1.26,-18,-1.088855,0.45596327,sc0412
2513,DP 29,1.28,-18,-1.0754019,0.45109345,sc0412
2514,DP 30,1.3,-18,-1.0621118,0.44639233,sc0412
2515,DP 31,1.32,-18,-1.0494658,0.44190678,sc0412
2516,DP 32,1.34,-18,-1.0385014,0.43794556,sc0412
2517,DP 33,1.36,-18,-1.0293306,0.43466176,sc0412
2518,DP 34,1.38,-18,-1.0212797,0.43189791,sc0412
2519,DP 35,1.4,-18,-1.0131798,0.42921492,sc0412
2520,DP 0,0.7,15,0.85899947,0.26638156,sc0412
2521,DP 1,0.72,15,0.86633471,0.27000348,sc0412
2522,DP 2,0.74,15,0.87457889,0.27409273,sc0412
2523,DP 3,0.76,15,0.88517182,0.27846929,sc0412
2524,DP 4,0.78,15,0.8979932,0.28332468,sc0412
2525,DP 5,0.8,15,0.91470275,0.28897811,sc0412
2526,DP 6,0.82,15,0.93714398,0.29587669,sc0412
2527,DP 7,0.84,15,0.97777561,0.30650844,sc0412
2528,DP 8,0.86,15,1.0611,0.32968,sc0412
2529,DP 9,0.88,15,1.1927492,0.37303947,sc0412
2530,DP 10,0.9,15,1.5174777,0.49959484,sc0412
2531,DP 11,0.92,15,1.4364518,0.48290001,sc0412
2532,DP 12,0.94,15,1.3769433,0.46748224,sc0412
2533,DP 13,0.96,15,1.3345293,0.45543985,sc0412
2534,DP 14,0.98,15,1.298542,0.4449623,sc0412
2535,DP 15,1,15,1.267077,0.43565195,sc0412
2536,DP 16,1.02,15,1.2391243,0.42737621,sc0412
2537,DP 17,1.04,15,1.2136186,0.41978118,sc0412
2538,DP 18,1.06,15,1.190703,0.41288302,sc0412
2539,DP 19,1.08,15,1.1701035,0.40660312,sc0412
2540,DP 20,1.1,15,1.1517494,0.4009131,sc0412
2541,DP 21,1.12,15,1.1354258,0.39577099,sc0412
2542,DP 22,1.14,15,1.1206961,0.39111989,sc0412
2543,DP 23,1.16,15,1.1069519,0.3869,sc0412
2544,DP 24,1.18,15,1.0937162,0.38310839,sc0412
2545,DP 25,1.2,15,1.0806927,0.37946365,sc0412
2546,DP 26,1.22,15,1.0673713,0.37547976,sc0412
2547,DP 27,1.24,15,1.053506,0.37149083,sc0412
2548,DP 28,1.26,15,1.0392972,0.36746288,sc0412
2549,DP 29,1.28,15,1.0242514,0.36333156,sc0412
2550,DP 30,1.3,15,1.0099623,0.35949122,sc0412
2551,DP 31,1.32,15,0.99629954,0.35606487,sc0412
2552,DP 32,1.34,15,0.98148651,0.35286307,sc0412
2553,DP 33,1.36,15,0.96344361,0.3492568,sc0412
2554,DP 34,1.38,15,0.94237082,0.34510294,sc0412
2555,DP 35,1.4,15,0.92005937,0.34076918,sc0412
2556,DP 0,0.7,17,0.88115481,0.30793844,sc0412
2557,DP 1,0.72,17,0.88906463,0.3119189,sc0412
2558,DP 2,0.74,17,0.89785398,0.31626232,sc0412
2559,DP 3,0.76,17,0.90821403,0.3209739,sc0412
2560,DP 4,0.78,17,0.920263,0.32599119,sc0412
2561,DP 5,0.8,17,0.93431694,0.33161778,sc0412
2562,DP 6,0.82,17,0.95160872,0.33790566,sc0412
2563,DP 7,0.84,17,0.97361921,0.34527621,sc0412
2564,DP 8,0.86,17,1.0034877,0.3545802,sc0412
2565,DP 9,0.88,17,1.0620746,0.37139984,sc0412
2566,DP 10,0.9,17,1.1849755,0.41199151,sc0412
2567,DP 11,0.92,17,1.5557032,0.5674627,sc0412
2568,DP 12,0.94,17,1.4854006,0.54900655,sc0412
2569,DP 13,0.96,17,1.441924,0.53502888,sc0412
2570,DP 14,0.98,17,1.4053965,0.52295614,sc0412
2571,DP 15,1,17,1.3732302,0.51217607,sc0412
2572,DP 16,1.02,17,1.3441445,0.50234554,sc0412
2573,DP 17,1.04,17,1.3185546,0.49381639,sc0412
2574,DP 18,1.06,17,1.2948639,0.48576643,sc0412
2575,DP 19,1.08,17,1.2731394,0.47834083,sc0412
2576,DP 20,1.1,17,1.2533997,0.47153899,sc0412
2577,DP 21,1.12,17,1.2357309,0.46538794,sc0412
2578,DP 22,1.14,17,1.2200937,0.45989107,sc0412
2579,DP 23,1.16,17,1.2063785,0.45503221,sc0412
2580,DP 24,1.18,17,1.1943216,0.45073958,sc0412
2581,DP 25,1.2,17,1.1835693,0.44695314,sc0412
2582,DP 26,1.22,17,1.1720463,0.44285277,sc0412
2583,DP 27,1.24,17,1.1594773,0.43851893,sc0412
2584,DP 28,1.26,17,1.1466869,0.43429961,sc0412
2585,DP 29,1.28,17,1.1335038,0.4301167,sc0412
2586,DP 30,1.3,17,1.1205803,0.4259235,sc0412
2587,DP 31,1.32,17,1.1080931,0.42188241,sc0412
2588,DP 32,1.34,17,1.0961868,0.41818801,sc0412
2589,DP 33,1.36,17,1.084415,0.41486113,sc0412
2590,DP 34,1.38,17,1.0703859,0.41116104,sc0412
2591,DP 35,1.4,17,1.053707,0.40684058,sc0412
2592,DP 0,0.7,18,0.90067522,0.33108231,sc0412
2593,DP 1,0.72,18,0.90851698,0.33519065,sc0412
2594,DP 2,0.74,18,0.91757875,0.33953868,sc0412
2595,DP 3,0.76,18,0.92773344,0.34435084,sc0412
2596,DP 4,0.78,18,0.93961977,0.34962909,sc0412
2597,DP 5,0.8,18,0.95336189,0.35532397,sc0412
2598,DP 6,0.82,18,0.96944878,0.36171835,sc0412
2599,DP 7,0.84,18,0.98923823,0.36897942,sc0412
2600,DP 8,0.86,18,1.0143024,0.37767627,sc0412
2601,DP 9,0.88,18,1.0507502,0.38936078,sc0412
2602,DP 10,0.9,18,1.1294608,0.41405561,sc0412
2603,DP 11,0.92,18,1.3396448,0.49346045,sc0412
2604,DP 12,0.94,18,1.5333342,0.59146336,sc0412
2605,DP 13,0.96,18,1.4882621,0.57625657,sc0412
2606,DP 14,0.98,18,1.4514297,0.56338341,sc0412
2607,DP 15,1,18,1.4188918,0.55187452,sc0412
2608,DP 16,1.02,18,1.3895879,0.54144769,sc0412
2609,DP 17,1.04,18,1.3634921,0.5321863,sc0412
2610,DP 18,1.06,18,1.3393372,0.52361176,sc0412
2611,DP 19,1.08,18,1.3172531,0.51573637,sc0412
2612,DP 20,1.1,18,1.2970316,0.50849162,sc0412
2613,DP 21,1.12,18,1.2787006,0.50186478,sc0412
2614,DP 22,1.14,18,1.2623141,0.49585376,sc0412
2615,DP 23,1.16,18,1.2478939,0.49045094,sc0412
2616,DP 24,1.18,18,1.2352601,0.48560318,sc0412
2617,DP 25,1.2,18,1.2239087,0.48115803,sc0412
2618,DP 26,1.22,18,1.212628,0.47680596,sc0412
2619,DP 27,1.24,18,1.2006324,0.47230955,sc0412
2620,DP 28,1.26,18,1.1883777,0.46793349,sc0412
2621,DP 29,1.28,18,1.1755482,0.46349106,sc0412
2622,DP 30,1.3,18,1.1622655,0.45899778,sc0412
2623,DP 31,1.32,18,1.149126,0.45448204,sc0412
2624,DP 32,1.34,18,1.1368325,0.45025132,sc0412
2625,DP 33,1.36,18,1.1254356,0.44651439,sc0412
2626,DP 34,1.38,18,1.1144611,0.44328874,sc0412
2627,DP 35,1.4,18,1.1010966,0.43954782,sc0412
2628,DP 0,0.7,-20,-0.75710753,0.33825831,sc0412
2629,DP 1,0.72,-20,-0.76751233,0.34363012,sc0412
2630,DP 2,0.74,-20,-0.77956288,0.34971078,sc0412
2631,DP 3,0.76,-20,-0.79351071,0.35635792,sc0412
2632,DP 4,0.78,-20,-0.81030288,0.36374352,sc0412
2633,DP 5,0.8,-20,-0.83042335,0.37221831,sc0412
2634,DP 6,0.82,-20,-0.85372292,0.38158717,sc0412
2635,DP 7,0.84,-20,-0.88128956,0.39226227,sc0412
2636,DP 8,0.86,-20,-0.91426467,0.40466968,sc0412
2637,DP 9,0.88,-20,-0.95691865,0.42021271,sc0412
2638,DP 10,0.9,-20,-1.0205873,0.44256721,sc0412
2639,DP 11,0.92,-20,-1.1510326,0.49230012,sc0412
2640,DP 12,0.94,-20,-1.449652,0.6374471,sc0412
2641,DP 13,0.96,-20,-1.4459149,0.64030446,sc0412
2642,DP 14,0.98,-20,-1.4097556,0.62585281,sc0412
2643,DP 15,1,-20,-1.3793759,0.61330424,sc0412
2644,DP 16,1.02,-20,-1.3521306,0.60195025,sc0412
2645,DP 17,1.04,-20,-1.3279085,0.59195214,sc0412
2646,DP 18,1.06,-20,-1.3057251,0.58265934,sc0412
2647,DP 19,1.08,-20,-1.2854152,0.57409811,sc0412
2648,DP 20,1.1,-20,-1.2667897,0.56621238,sc0412
2649,DP 21,1.12,-20,-1.2498287,0.5590019,sc0412
2650,DP 22,1.14,-20,-1.2345834,0.5524909,sc0412
2651,DP 23,1.16,-20,-1.2210757,0.54669186,sc0412
2652,DP 24,1.18,-20,-1.209108,0.5415466,sc0412
2653,DP 25,1.2,-20,-1.1981002,0.5368641,sc0412
2654,DP 26,1.22,-20,-1.1871193,0.5322688,sc0412
2655,DP 27,1.24,-20,-1.1753297,0.52730379,sc0412
2656,DP 28,1.26,-20,-1.1627153,0.52192048,sc0412
2657,DP 29,1.28,-20,-1.1499369,0.51677494,sc0412
2658,DP 30,1.3,-20,-1.1371966,0.51181586,sc0412
2659,DP 31,1.32,-20,-1.1244428,0.50673228,sc0412
2660,DP 32,1.34,-20,-1.1119919,0.50185483,sc0412
2661,DP 33,1.36,-20,-1.1006006,0.49740839,sc0412
2662,DP 34,1.38,-20,-1.0910745,0.4936704,sc0412
2663,DP 35,1.4,-20,-1.0829374,0.49057078,sc0412
2664,DP 0,0.7,-4,-0.39647623,0.046545801,sc0412
2665,DP 1,0.72,-4,-0.41524155,0.049602841,sc0412
2666,DP 2,0.74,-4,-0.44009501,0.054606331,sc0412
2667,DP 3,0.76,-4,-0.46231394,0.062349263,sc0412
2668,DP 4,0.78,-4,-0.46852614,0.071367764,sc0412
2669,DP 5,0.8,-4,-0.45475853,0.079789272,sc0412
2670,DP 6,0.82,-4,-0.42604171,0.087499032,sc0412
2671,DP 7,0.84,-4,-0.38157169,0.094953249,sc0412
2672,DP 8,0.86,-4,-0.30966007,0.1033457,sc0412
2673,DP 9,0.88,-4,-0.2822626,0.11898548,sc0412
2674,DP 10,0.9,-4,-0.35036614,0.14156121,sc0412
2675,DP 11,0.92,-4,-0.39307347,0.15950766,sc0412
2676,DP 12,0.94,-4,-0.39824896,0.1641989,sc0412
2677,DP 13,0.96,-4,-0.38447362,0.16145285,sc0412
2678,DP 14,0.98,-4,-0.37300902,0.15874721,sc0412
2679,DP 15,1,-4,-0.36333436,0.15624945,sc0412
2680,DP 16,1.02,-4,-0.35490466,0.15398056,sc0412
2681,DP 17,1.04,-4,-0.34743946,0.15187401,sc0412
2682,DP 18,1.06,-4,-0.34089597,0.14992475,sc0412
2683,DP 19,1.08,-4,-0.33527314,0.14813145,sc0412
2684,DP 20,1.1,-4,-0.33042578,0.14648794,sc0412
2685,DP 21,1.12,-4,-0.32572502,0.14495727,sc0412
2686,DP 22,1.14,-4,-0.32035138,0.1434573,sc0412
2687,DP 23,1.16,-4,-0.31412363,0.14198579,sc0412
2688,DP 24,1.18,-4,-0.30768119,0.14057856,sc0412
2689,DP 25,1.2,-4,-0.30150021,0.13920107,sc0412
2690,DP 26,1.22,-4,-0.29655582,0.13781169,sc0412
2691,DP 27,1.24,-4,-0.29353811,0.13646764,sc0412
2692,DP 28,1.26,-4,-0.29155639,0.13551564,sc0412
2693,DP 29,1.28,-4,-0.28609557,0.13473271,sc0412
2694,DP 30,1.3,-4,-0.27600084,0.13394207,sc0412
2695,DP 31,1.32,-4,-0.26545772,0.1332647,sc0412
2696,DP 32,1.34,-4,-0.25673102,0.13262151,sc0412
2697,DP 33,1.36,-4,-0.24981743,0.13195447,sc0412
2698,DP 34,1.38,-4,-0.24362607,0.13127868,sc0412
2699,DP 35,1.4,-4,-0.23772584,0.13062353,sc0412
2700,DP 0,0.7,13,0.83495176,0.22524717,sc0412
2701,DP 1,0.72,13,0.84113397,0.22870626,sc0412
2702,DP 2,0.74,13,0.84969575,0.23257326,sc0412
2703,DP 3,0.76,13,0.86170401,0.23701082,sc0412
2704,DP 4,0.78,13,0.87968311,0.24260463,sc0412
2705,DP 5,0.8,13,0.91309085,0.25100537,sc0412
2706,DP 6,0.82,13,0.96645189,0.26476649,sc0412
2707,DP 7,0.84,13,1.0434316,0.28684223,sc0412
2708,DP 8,0.86,13,1.1554791,0.32259814,sc0412
2709,DP 9,0.88,13,1.4684425,0.43208481,sc0412
2710,DP 10,0.9,13,1.396653,0.42283079,sc0412
2711,DP 11,0.92,13,1.3107562,0.40640784,sc0412
2712,DP 12,0.94,13,1.2533907,0.39357866,sc0412
2713,DP 13,0.96,13,1.210619,0.38330777,sc0412
2714,DP 14,0.98,13,1.1745483,0.37443504,sc0412
2715,DP 15,1,13,1.1430529,0.36658848,sc0412
2716,DP 16,1.02,13,1.114831,0.35956702,sc0412
2717,DP 17,1.04,13,1.0892506,0.35324123,sc0412
2718,DP 18,1.06,13,1.066035,0.34748144,sc0412
2719,DP 19,1.08,13,1.0450264,0.34221372,sc0412
2720,DP 20,1.1,13,1.0262205,0.33738969,sc0412
2721,DP 21,1.12,13,1.0093334,0.33294728,sc0412
2722,DP 22,1.14,13,0.99385031,0.32883088,sc0412
2723,DP 23,1.16,13,0.9790945,0.32500366,sc0412
2724,DP 24,1.18,13,0.96484332,0.32141504,sc0412
2725,DP 25,1.2,13,0.95084188,0.31794745,sc0412
2726,DP 26,1.22,13,0.93593234,0.31457156,sc0412
2727,DP 27,1.24,13,0.91964371,0.31117755,sc0412
2728,DP 28,1.26,13,0.90284638,0.30775462,sc0412
2729,DP 29,1.28,13,0.88683234,0.30439541,sc0412
2730,DP 30,1.3,13,0.87350623,0.30158331,sc0412
2731,DP 31,1.32,13,0.86249537,0.29945447,sc0412
2732,DP 32,1.34,13,0.85020386,0.29728882,sc0412
2733,DP 33,1.36,13,0.83439494,0.29434845,sc0412
2734,DP 34,1.38,13,0.81580219,0.29085335,sc0412
2735,DP 35,1.4,13,0.79631449,0.28727389,sc0412
2736,DP 0,0.7,-5,-0.5350448,0.060755626,sc0412
2737,DP 1,0.72,-5,-0.55401148,0.065783215,sc0412
2738,DP 2,0.74,-5,-0.5680985,0.072743617,sc0412
2739,DP 3,0.76,-5,-0.57001533,0.08077663,sc0412
2740,DP 4,0.78,-5,-0.55771577,0.088600219,sc0412
2741,DP 5,0.8,-5,-0.53295806,0.095861685,sc0412
2742,DP 6,0.82,-5,-0.4983827,0.10270635,sc0412
2743,DP 7,0.84,-5,-0.45519286,0.10979276,sc0412
2744,DP 8,0.86,-5,-0.38624265,0.11740778,sc0412
2745,DP 9,0.88,-5,-0.37347668,0.13340259,sc0412
2746,DP 10,0.9,-5,-0.44892908,0.15752923,sc0412
2747,DP 11,0.92,-5,-0.49447021,0.17567122,sc0412
2748,DP 12,0.94,-5,-0.49246491,0.17897352,sc0412
2749,DP 13,0.96,-5,-0.47584604,0.1756902,sc0412
2750,DP 14,0.98,-5,-0.46223782,0.17259836,sc0412
2751,DP 15,1,-5,-0.45071004,0.16977062,sc0412
2752,DP 16,1.02,-5,-0.44067124,0.16719955,sc0412
2753,DP 17,1.04,-5,-0.43175288,0.16483873,sc0412
2754,DP 18,1.06,-5,-0.4238947,0.16266019,sc0412
2755,DP 19,1.08,-5,-0.41700487,0.16064159,sc0412
2756,DP 20,1.1,-5,-0.41081324,0.15874167,sc0412
2757,DP 21,1.12,-5,-0.40481995,0.15689982,sc0412
2758,DP 22,1.14,-5,-0.39837137,0.15511924,sc0412
2759,DP 23,1.16,-5,-0.391034,0.1534965,sc0412
2760,DP 24,1.18,-5,-0.3825421,0.15191802,sc0412
2761,DP 25,1.2,-5,-0.37402401,0.1502558,sc0412
2762,DP 26,1.22,-5,-0.36652416,0.14855333,sc0412
2763,DP 27,1.24,-5,-0.36096708,0.14691786,sc0412
2764,DP 28,1.26,-5,-0.3576872,0.14575895,sc0412
2765,DP 29,1.28,-5,-0.35372248,0.1449846,sc0412
2766,DP 30,1.3,-5,-0.34602862,0.14415037,sc0412
2767,DP 31,1.32,-5,-0.33479678,0.14315579,sc0412
2768,DP 32,1.34,-5,-0.32334191,0.14220197,sc0412
2769,DP 33,1.36,-5,-0.31388725,0.14128074,sc0412
2770,DP 34,1.38,-5,-0.30578017,0.14034588,sc0412
2771,DP 35,1.4,-5,-0.29840592,0.13939064,sc0412
2772,DP 0,0.7,-8,-0.63644905,0.10874838,sc0412
2773,DP 1,0.72,-8,-0.64381655,0.11427219,sc0412
2774,DP 2,0.74,-8,-0.64440395,0.12021221,sc0412
2775,DP 3,0.76,-8,-0.63963813,0.12652027,sc0412
2776,DP 4,0.78,-8,-0.63214669,0.13328198,sc0412
2777,DP 5,0.8,-8,-0.6179905,0.1400449,sc0412
2778,DP 6,0.82,-8,-0.60455589,0.14776621,sc0412
2779,DP 7,0.84,-8,-0.58880254,0.15672615,sc0412
2780,DP 8,0.86,-8,-0.58294298,0.16933087,sc0412
2781,DP 9,0.88,-8,-0.63713424,0.19238477,sc0412
2782,DP 10,0.9,-8,-0.74779747,0.22726979,sc0412
2783,DP 11,0.92,-8,-0.77200397,0.2423675,sc0412
2784,DP 12,0.94,-8,-0.747086,0.239703,sc0412
2785,DP 13,0.96,-8,-0.72261207,0.23445148,sc0412
2786,DP 14,0.98,-8,-0.70259322,0.2297933,sc0412
2787,DP 15,1,-8,-0.68542968,0.22560462,sc0412
2788,DP 16,1.02,-8,-0.67038415,0.22183897,sc0412
2789,DP 17,1.04,-8,-0.65682871,0.21838858,sc0412
2790,DP 18,1.06,-8,-0.64466712,0.21521347,sc0412
2791,DP 19,1.08,-8,-0.63395187,0.21230617,sc0412
2792,DP 20,1.1,-8,-0.62476216,0.20966769,sc0412
2793,DP 21,1.12,-8,-0.61697026,0.20730234,sc0412
2794,DP 22,1.14,-8,-0.60981708,0.20515497,sc0412
2795,DP 23,1.16,-8,-0.60224289,0.20301475,sc0412
2796,DP 24,1.18,-8,-0.59394611,0.20082751,sc0412
2797,DP 25,1.2,-8,-0.58439076,0.19856952,sc0412
2798,DP 26,1.22,-8,-0.57425681,0.19625715,sc0412
2799,DP 27,1.24,-8,-0.56481665,0.19400052,sc0412
2800,DP 28,1.26,-8,-0.5577369,0.19216502,sc0412
2801,DP 29,1.28,-8,-0.55292501,0.19096905,sc0412
2802,DP 30,1.3,-8,-0.54679884,0.18975739,sc0412
2803,DP 31,1.32,-8,-0.53663651,0.18796269,sc0412
2804,DP 32,1.34,-8,-0.52254185,0.18567875,sc0412
2805,DP 33,1.36,-8,-0.50726618,0.18340669,sc0412
2806,DP 34,1.38,-8,-0.49275861,0.18135703,sc0412
2807,DP 35,1.4,-8,-0.48003779,0.1795294,sc0412
2808,DP 0,0.7,-7,-0.65138747,0.094231988,sc0412
2809,DP 1,0.72,-7,-0.65657134,0.1000365,sc0412
2810,DP 2,0.74,-7,-0.65120132,0.10615511,sc0412
2811,DP 3,0.76,-7,-0.63832996,0.11234404,sc0412
2812,DP 4,0.78,-7,-0.62212272,0.11882667,sc0412
2813,DP 5,0.8,-7,-0.60140567,0.1253857,sc0412
2814,DP 6,0.82,-7,-0.57323779,0.13186871,sc0412
2815,DP 7,0.84,-7,-0.53920745,0.13900595,sc0412
2816,DP 8,0.86,-7,-0.50943495,0.14929816,sc0412
2817,DP 9,0.88,-7,-0.54707218,0.16955443,sc0412
2818,DP 10,0.9,-7,-0.64094536,0.19912119,sc0412
2819,DP 11,0.92,-7,-0.68383212,0.21726373,sc0412
2820,DP 12,0.94,-7,-0.66726325,0.21721544,sc0412
2821,DP 13,0.96,-7,-0.64498394,0.21266383,sc0412
2822,DP 14,0.98,-7,-0.62695669,0.20858358,sc0412
2823,DP 15,1,-7,-0.61164473,0.20490532,sc0412
2824,DP 16,1.02,-7,-0.59825642,0.20157805,sc0412
2825,DP 17,1.04,-7,-0.58635607,0.19855332,sc0412
2826,DP 18,1.06,-7,-0.57582456,0.19578594,sc0412
2827,DP 19,1.08,-7,-0.56660477,0.19326506,sc0412
2828,DP 20,1.1,-7,-0.55859029,0.19097612,sc0412
2829,DP 21,1.12,-7,-0.55139282,0.1888662,sc0412
2830,DP 22,1.14,-7,-0.54418238,0.18682266,sc0412
2831,DP 23,1.16,-7,-0.53609882,0.18471571,sc0412
2832,DP 24,1.18,-7,-0.52691147,0.18260482,sc0412
2833,DP 25,1.2,-7,-0.51681744,0.18048195,sc0412
2834,DP 26,1.22,-7,-0.50660751,0.17831142,sc0412
2835,DP 27,1.24,-7,-0.49825662,0.17632211,sc0412
2836,DP 28,1.26,-7,-0.49301009,0.17480949,sc0412
2837,DP 29,1.28,-7,-0.48962209,0.1739071,sc0412
2838,DP 30,1.3,-7,-0.48353985,0.1728332,sc0412
2839,DP 31,1.32,-7,-0.47220716,0.17110174,sc0412
2840,DP 32,1.34,-7,-0.45768499,0.16911779,sc0412
2841,DP 33,1.36,-7,-0.44311903,0.16730845,sc0412
2842,DP 34,1.38,-7,-0.43084667,0.1657161,sc0412
2843,DP 35,1.4,-7,-0.42043486,0.16420618,sc0412
2844,DP 0,0.7,-12,-0.58496022,0.17112813,sc0412
2845,DP 1,0.72,-12,-0.58951611,0.17445039,sc0412
2846,DP 2,0.74,-12,-0.5991324,0.17847525,sc0412
2847,DP 3,0.76,-12,-0.61485878,0.18382554,sc0412
2848,DP 4,0.78,-12,-0.63456789,0.19089297,sc0412
2849,DP 5,0.8,-12,-0.66092918,0.20013013,sc0412
2850,DP 6,0.82,-12,-0.70131507,0.21290798,sc0412
2851,DP 7,0.84,-12,-0.75032835,0.22969809,sc0412
2852,DP 8,0.86,-12,-0.81825986,0.25342619,sc0412
2853,DP 9,0.88,-12,-0.90415671,0.28557481,sc0412
2854,DP 10,0.9,-12,-1.0547915,0.34313306,sc0412
2855,DP 11,0.92,-12,-1.0893067,0.36151589,sc0412
2856,DP 12,0.94,-12,-1.0479134,0.35293886,sc0412
2857,DP 13,0.96,-12,-1.015554,0.34444099,sc0412
2858,DP 14,0.98,-12,-0.98895841,0.33708021,sc0412
2859,DP 15,1,-12,-0.96612625,0.33054552,sc0412
2860,DP 16,1.02,-12,-0.94595353,0.32470612,sc0412
2861,DP 17,1.04,-12,-0.92789262,0.31940333,sc0412
2862,DP 18,1.06,-12,-0.91168339,0.31455059,sc0412
2863,DP 19,1.08,-12,-0.89719536,0.31012362,sc0412
2864,DP 20,1.1,-12,-0.88440181,0.30611633,sc0412
2865,DP 21,1.12,-12,-0.87313298,0.30250992,sc0412
2866,DP 22,1.14,-12,-0.86301108,0.29925792,sc0412
2867,DP 23,1.16,-12,-0.85335368,0.29625489,sc0412
2868,DP 24,1.18,-12,-0.84292986,0.29315328,sc0412
2869,DP 25,1.2,-12,-0.83168257,0.28991337,sc0412
2870,DP 26,1.22,-12,-0.81962868,0.28663069,sc0412
2871,DP 27,1.24,-12,-0.80711935,0.28321902,sc0412
2872,DP 28,1.26,-12,-0.79558496,0.28006402,sc0412
2873,DP 29,1.28,-12,-0.78633703,0.27743894,sc0412
2874,DP 30,1.3,-12,-0.77999614,0.27553358,sc0412
2875,DP 31,1.32,-12,-0.77472866,0.27406085,sc0412
2876,DP 32,1.34,-12,-0.76782182,0.27227256,sc0412
2877,DP 33,1.36,-12,-0.75799682,0.26981551,sc0412
2878,DP 34,1.38,-12,-0.74465667,0.26659378,sc0412
2879,DP 35,1.4,-12,-0.72779327,0.2627153,sc0412
2880,DP 0,0.7,8,0.92518425,0.13635404,sc0412
2881,DP 1,0.72,8,0.94577607,0.1439256,sc0412
